,Coal,Crude oil,Oil products,Natural gas,Nuclear,Hydro,"Wind, solar, etc",Biofuels and waste,Electricity,Heat,Total,Category,Year
0,1310 ktoe,616 ktoe,0 ktoe,2039 ktoe,0 ktoe,739 ktoe,8841 ktoe,7342 ktoe,0 ktoe,0 ktoe,20887 ktoe,Production,2004
1,4224 ktoe,9900 ktoe,6726 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,20850 ktoe,Imports,2004
2,0 ktoe,-597 ktoe,-893 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1490 ktoe,Exports,2004
3,0 ktoe,0 ktoe,-135 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-135 ktoe,International marine bunkers,2004
4,0 ktoe,0 ktoe,-641 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-641 ktoe,International aviation bunkers,2004
5,0 ktoe,35 ktoe,-712 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-677 ktoe,Stock changes,2004
6,5533 ktoe,9954 ktoe,4345 ktoe,2039 ktoe,0 ktoe,739 ktoe,8841 ktoe,7342 ktoe,0 ktoe,0 ktoe,38793 ktoe,TPES,2004
7,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Transfers,2004
8,-706 ktoe,-12 ktoe,1071 ktoe,113 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,467 ktoe,Statistical differences,2004
9,-3728 ktoe,0 ktoe,-1924 ktoe,-1889 ktoe,0 ktoe,-739 ktoe,-8841 ktoe,0 ktoe,4811 ktoe,0 ktoe,-12309 ktoe,Electricity plants,2004
10,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,CHP plants,2004
11,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Heat plants,2004
12,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Gas works,2004
13,0 ktoe,-9496 ktoe,9372 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-124 ktoe,Oil refineries,2004
14,-121 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-121 ktoe,Coal transformation,2004
15,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Liquefication plants,2004
16,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1262 ktoe,0 ktoe,0 ktoe,-1262 ktoe,Other transformation,2004
17,0 ktoe,-446 ktoe,-110 ktoe,-264 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-400 ktoe,0 ktoe,-1220 ktoe,Energy industry own use,2004
18,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-621 ktoe,0 ktoe,-621 ktoe,Losses,2004
19,978 ktoe,0 ktoe,12754 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,6080 ktoe,3790 ktoe,0 ktoe,23602 ktoe,Total final consumption,2004
20,978 ktoe,0 ktoe,1773 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,1123 ktoe,1264 ktoe,0 ktoe,5137 ktoe,Industry,2004
21,0 ktoe,0 ktoe,8777 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,6 ktoe,0 ktoe,8782 ktoe,Transport,2004
22,0 ktoe,0 ktoe,1256 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,4655 ktoe,1369 ktoe,0 ktoe,7281 ktoe,Residential,2004
23,0 ktoe,0 ktoe,566 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,302 ktoe,1109 ktoe,0 ktoe,1976 ktoe,Commercial and public services,2004
24,0 ktoe,0 ktoe,22 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,43 ktoe,0 ktoe,65 ktoe,Agriculture / forestry,2004
25,0 ktoe,0 ktoe,256 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,256 ktoe,Fishing,2004
26,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Non-specified,2004
27,0 ktoe,0 ktoe,105 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,105 ktoe,Non-energy use,2004
0,1520 ktoe,784 ktoe,0 ktoe,2701 ktoe,0 ktoe,721 ktoe,8516 ktoe,7157 ktoe,0 ktoe,0 ktoe,21400 ktoe,Production,2005
1,4313 ktoe,10551 ktoe,5159 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,20023 ktoe,Imports,2005
2,0 ktoe,-756 ktoe,-1258 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-2013 ktoe,Exports,2005
3,0 ktoe,0 ktoe,-119 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-119 ktoe,International marine bunkers,2005
4,0 ktoe,0 ktoe,-714 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-714 ktoe,International aviation bunkers,2005
5,0 ktoe,168 ktoe,113 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,281 ktoe,Stock changes,2005
6,5833 ktoe,10748 ktoe,3181 ktoe,2701 ktoe,0 ktoe,721 ktoe,8516 ktoe,7157 ktoe,0 ktoe,0 ktoe,38857 ktoe,TPES,2005
7,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Transfers,2005
8,-156 ktoe,-92 ktoe,267 ktoe,150 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,170 ktoe,Statistical differences,2005
9,-4458 ktoe,0 ktoe,-1447 ktoe,-2492 ktoe,0 ktoe,-721 ktoe,-8516 ktoe,0 ktoe,4864 ktoe,0 ktoe,-12771 ktoe,Electricity plants,2005
